student_id,semester,attendance_pct,internal_pct,practical_pct,assignments_submitted,previous_sgpa,backlog_count,average_marks,consistency,improvement_rate,final_percentage,at_risk
SYN0298,5,71.08,39.36,59.3,6,9.0,0,45.08,10.12,-45.45,41.68,0
SYN0299,7,48.68,50.18,30.06,2,0.0,3,29.05,17.68,-9.64,20.2,1
SYN0300,4,65.67,44.77,46.08,6,6.0,0,55.45,14.19,9.04,63.47,0
SYN0301,4,88.37,55.56,62.69,6,8.0,0,64.6,8.28,-8.15,68.99,0
SYN0302,3,51.65,32.61,48.35,4,5.0,2,30.59,15.39,-18.02,22.68,1
SYN0303,3,70.15,64.7,65.18,9,9.0,0,60.82,5.83,-25.33,57.53,0
SYN0304,5,85.32,48.02,42.64,6,0.0,0,49.42,6.18,36.22,52.69,0
SYN0305,2,85.73,45.11,47.06,7,5.0,0,46.43,0.94,-3.2,46.71,0
SYN0306,7,69.57,35.35,22.11,3,0.0,2,29.89,5.65,-0.21,30.82,1
SYN0307,5,58.53,41.87,51.09,5,0.0,0,52.89,9.81,46.8,58.01,0
SYN0308,8,91.52,55.89,44.46,6,9.0,0,51.28,4.92,-32.7,52.16,0
SYN0309,5,82.12,80.61,64.63,6,7.0,0,64.45,13.27,-5.94,57.92,0
SYN0310,4,92.3,71.81,69.73,9,9.0,0,72.19,2.18,-15.55,73.33,0
SYN0311,5,93.79,72.37,88.8,7,10.0,0,77.29,8.17,-21.44,74.66,0
SYN0312,3,80.58,51.52,42.77,4,6.0,0,52.5,8.38,3.98,56.79,0
SYN0313,7,95.1,67.08,67.31,6,8.0,0,72.89,8.05,2.49,77.44,0
SYN0314,7,80.6,49.28,74.65,4,7.0,0,61.09,10.43,-7.9,60.39,0
SYN0315,3,81.98,33.63,72.02,7,9.0,0,57.82,17.19,-18.27,61.81,0
SYN0316,6,51.16,35.57,39.56,8,0.0,0,39.9,3.68,6.28,41.77,0
SYN0317,5,71.74,34.73,53.46,7,5.0,0,47.1,8.75,3.57,49.51,0
SYN0318,3,58.04,23.01,43.07,2,6.0,0,36.87,9.82,-18.52,39.93,1
SYN0319,2,69.07,49.75,63.69,9,6.0,0,59.87,7.23,5.33,62.39,0
SYN0320,7,73.18,54.14,30.36,5,0.0,1,43.97,10.01,29.7,45.34,0
SYN0321,3,94.0,59.27,57.45,5,6.0,0,61.61,4.65,4.39,64.21,0
SYN0322,5,80.55,63.28,30.74,5,8.0,0,47.93,13.35,-22.39,48.68,0
SYN0323,3,84.78,67.55,63.97,9,8.0,0,62.19,5.26,-19.89,59.33,0
SYN0324,6,90.26,67.23,63.06,7,6.0,0,63.89,2.46,10.43,62.89,0
SYN0325,2,89.34,60.67,66.73,6,8.0,0,66.8,5.03,-1.59,69.27,0
SYN0326,4,79.73,64.45,40.13,7,7.0,0,55.79,11.09,-4.13,58.59,0
SYN0327,5,44.11,44.4,44.82,1,0.0,0,50.18,7.88,18.07,54.64,0
SYN0328,5,73.18,45.79,53.61,5,0.0,0,47.76,4.21,17.6,46.21,0
SYN0329,6,58.65,46.54,30.12,5,0.0,0,39.86,7.04,6.15,41.09,0
SYN0330,3,53.19,52.89,41.82,5,6.0,0,51.29,7.17,-2.35,54.44,0
SYN0331,5,85.56,61.21,49.51,7,7.0,0,60.54,8.75,2.2,64.69,0
SYN0332,7,76.21,47.09,45.65,8,8.0,0,60.76,20.36,0.45,72.27,0
SYN0333,4,79.21,33.65,37.12,6,0.0,0,36.32,1.94,9.23,37.07,1
SYN0334,3,67.81,43.33,53.27,6,5.0,0,46.72,4.63,-0.21,45.45,0
SYN0335,7,70.74,55.78,43.61,7,7.0,0,46.97,6.29,-22.97,44.78,0
SYN0336,7,59.89,32.6,44.69,5,5.0,1,36.54,5.76,-13.85,34.86,1
SYN0337,6,63.72,46.02,37.4,6,5.0,0,43.37,4.23,-0.92,44.69,0
SYN0338,7,71.72,60.9,56.27,6,7.0,0,61.14,4.08,0.63,63.18,0
SYN0339,7,72.57,69.47,60.76,7,6.0,0,66.58,4.12,10.55,67.75,0
SYN0340,7,75.27,73.56,66.23,6,7.0,0,71.66,3.89,11.37,73.06,0
SYN0341,5,39.76,42.97,20.59,1,0.0,0,28.78,10.08,-7.75,26.37,1
SYN0342,2,62.21,45.11,36.17,5,7.0,0,44.04,6.04,-19.92,46.76,0
SYN0343,6,75.65,69.73,35.85,5,5.0,0,64.36,21.43,29.11,73.62,0
SYN0344,3,78.13,50.86,48.75,6,6.0,0,53.74,5.62,2.04,56.88,0
SYN0345,7,71.03,78.16,53.37,10,7.0,0,64.36,10.32,-0.43,63.23,0
SYN0346,5,47.74,33.07,33.35,3,0.0,0,28.05,7.31,6.59,23.91,1
SYN0347,8,73.11,42.4,39.03,6,6.0,0,37.86,4.27,-22.08,35.58,1
SYN0348,6,85.98,39.8,82.57,8,7.0,0,64.38,18.04,0.34,66.93,0
SYN0349,5,63.08,35.3,14.74,3,0.0,2,25.94,8.5,-5.03,26.68,1
SYN0350,8,86.0,50.78,67.89,8,10.0,0,63.18,8.85,-26.27,66.25,0
SYN0351,5,66.53,65.41,41.72,6,7.0,0,54.08,9.7,-10.13,54.48,0
SYN0352,4,69.35,75.5,53.68,9,6.0,0,66.78,9.43,9.62,68.54,0
SYN0353,4,67.46,38.75,45.92,6,0.0,0,39.44,5.04,3.84,37.12,1
SYN0354,8,82.18,63.03,33.18,5,7.0,0,47.83,12.19,-13.97,47.61,0
SYN0355,7,93.0,55.2,64.02,7,7.0,0,62.15,5.09,-1.79,64.19,0
SYN0356,3,82.62,48.15,73.65,8,0.0,0,61.3,10.43,26.38,61.63,0
SYN0357,5,71.55,62.2,47.75,6,5.0,0,56.19,6.14,14.11,57.17,0
SYN0358,4,61.91,54.41,55.97,7,5.0,0,51.53,5.21,0.74,48.61,0
SYN0359,6,58.45,61.31,52.6,5,0.0,1,54.62,4.85,14.71,52.75,0
SYN0360,2,70.72,45.96,46.96,4,0.0,0,44.33,3.05,4.67,42.62,0
SYN0361,6,66.9,60.73,42.32,6,6.0,0,48.65,8.55,-7.46,46.34,0
SYN0362,7,69.09,56.85,29.25,4,7.0,0,43.31,11.27,-19.91,43.52,0
SYN0363,3,82.97,69.76,67.75,6,9.0,0,72.64,5.56,-13.79,75.75,0
SYN0364,3,54.76,37.57,38.05,5,0.0,1,40.88,4.35,4.85,43.34,0
SYN0365,6,63.35,50.5,37.86,6,0.0,0,48.74,8.26,17.01,52.39,0
SYN0366,3,88.51,65.27,67.1,7,7.0,0,72.62,9.13,12.52,77.77,0
SYN0367,8,58.95,36.7,36.15,5,5.0,0,50.66,20.14,16.44,62.05,0
SYN0368,7,63.95,50.93,35.94,4,6.0,0,35.43,12.87,-23.42,29.02,1
SYN0369,8,74.86,60.64,59.07,6,8.0,0,54.68,7.35,-23.68,50.54,0
SYN0370,5,68.83,66.24,44.36,8,7.0,0,54.74,8.97,-7.14,54.29,0
SYN0371,8,66.09,67.68,61.94,5,6.0,0,56.73,11.66,-7.57,50.27,0
SYN0372,2,97.06,79.45,48.75,8,7.0,0,60.55,13.5,-8.14,57.7,0
SYN0373,4,68.75,56.68,51.92,6,6.0,1,55.49,2.57,4.3,56.45,0
SYN0374,2,60.01,64.01,80.21,5,8.0,0,63.34,14.06,-15.8,56.32,0
SYN0375,6,59.31,51.28,68.46,5,8.0,0,60.75,7.12,-8.6,61.45,0
SYN0376,5,94.77,74.78,75.58,10,7.0,0,76.82,2.34,9.92,78.13,0
SYN0377,4,68.44,44.23,37.82,6,6.0,0,45.78,7.22,-7.46,49.59,0
SYN0378,4,48.4,49.17,23.64,1,0.0,2,35.62,10.48,19.45,35.0,1
SYN0379,6,97.91,71.24,67.79,6,6.0,0,72.54,4.5,24.22,74.96,0
SYN0380,3,41.48,45.63,45.95,5,6.0,0,44.24,2.19,-15.32,43.01,0
SYN0381,5,74.99,65.17,50.42,8,5.0,0,65.32,12.23,23.6,71.34,0
SYN0382,6,97.97,43.07,63.58,7,5.0,0,58.97,11.57,15.5,63.49,0
SYN0383,3,43.49,16.68,31.28,5,0.0,3,18.67,9.58,-20.26,14.43,1
SYN0384,3,53.86,48.14,21.42,4,0.0,1,31.0,12.15,-2.26,27.98,1
SYN0385,4,46.87,37.43,27.97,4,0.0,1,25.02,11.53,-14.61,18.87,1
SYN0386,6,53.99,47.08,52.1,3,6.0,0,47.13,4.04,-12.94,45.15,0
SYN0387,3,71.94,43.16,39.82,7,5.0,0,46.06,6.6,8.85,49.71,0
SYN0388,4,88.6,57.0,53.67,6,5.0,0,54.12,2.19,7.51,53.15,0
SYN0389,5,89.71,74.89,44.16,7,7.0,0,66.67,16.11,11.73,72.38,0
SYN0390,3,52.58,46.88,36.83,2,5.0,1,41.8,4.1,-0.92,41.75,0
SYN0391,5,63.42,31.72,22.0,2,5.0,2,28.98,4.97,-11.5,30.67,1
SYN0392,2,71.19,48.33,67.12,6,5.0,0,51.83,11.32,3.48,47.12,0
SYN0393,2,81.18,43.73,50.97,5,6.0,0,42.51,7.45,-12.62,38.65,1
SYN0394,3,74.24,35.32,40.65,7,5.0,0,44.49,9.45,7.83,49.69,0
SYN0395,4,78.78,61.52,64.98,6,10.0,0,62.89,1.5,-27.92,62.6,0
SYN0396,2,75.03,61.98,43.22,5,0.0,0,44.74,13.5,-0.16,38.46,1
SYN0397,8,100.0,43.74,51.86,9,9.0,0,51.29,5.95,-32.32,54.09,0
SYN0398,4,80.35,47.79,56.14,7,5.0,0,52.79,3.6,10.15,53.44,0
SYN0399,7,69.45,45.71,50.4,5,9.0,0,50.39,3.82,-31.51,52.26,0
SYN0400,8,71.69,35.78,52.79,5,7.0,1,40.35,8.9,-27.3,37.2,1
SYN0401,7,65.18,51.01,39.91,4,0.0,0,44.42,4.77,12.77,43.58,0
SYN0402,7,67.94,33.25,45.54,4,0.0,0,43.45,7.62,10.48,46.69,0
SYN0403,2,87.01,66.22,51.61,8,8.0,0,60.12,6.2,-17.36,61.08,0
SYN0404,4,66.48,55.96,39.98,3,6.0,0,50.19,7.24,-2.48,51.97,0
SYN0405,7,78.23,54.69,67.81,8,6.0,0,64.77,7.31,10.8,67.58,0
SYN0406,6,67.66,24.84,54.45,5,5.0,0,41.26,12.3,-2.78,42.55,0
SYN0407,2,72.11,41.11,67.89,5,7.0,0,51.05,11.97,-12.51,48.29,0
SYN0408,5,82.75,72.49,83.87,7,6.0,0,74.5,6.98,14.23,71.56,0
SYN0409,7,32.14,5.29,18.23,3,0.0,3,19.68,12.39,15.04,26.02,1
SYN0410,7,62.82,36.28,37.59,3,0.0,2,34.72,3.17,4.06,32.95,1
SYN0411,4,46.05,26.17,21.95,4,0.0,2,30.7,9.55,5.53,36.02,1
SYN0412,3,33.05,37.84,17.48,2,0.0,4,30.52,9.24,-1.08,32.8,1
SYN0413,4,62.72,38.94,36.32,3,7.0,0,45.14,10.67,-9.53,51.14,0
SYN0414,4,78.85,63.43,46.47,6,7.0,0,64.5,15.18,10.88,72.15,0
SYN0415,4,61.1,55.12,35.77,7,5.0,0,42.57,8.89,-8.72,40.27,0
SYN0416,4,79.84,72.46,50.77,8,7.0,0,59.1,9.55,-6.49,57.08,0
SYN0417,5,69.55,60.63,48.24,8,6.0,0,57.86,7.0,6.43,60.6,0
SYN0418,2,80.45,68.71,73.37,6,7.0,0,69.41,2.99,4.14,68.11,0
SYN0419,3,64.32,36.69,39.49,6,5.0,0,39.47,2.26,-0.09,40.57,0
SYN0420,4,83.96,77.1,95.28,9,5.0,0,73.6,19.29,14.71,63.53,0
SYN0421,3,73.77,45.48,46.29,7,7.0,0,48.53,3.75,-10.11,50.64,0
SYN0422,8,52.52,38.55,42.38,5,6.0,0,37.47,4.52,-17.23,35.06,1
SYN0423,6,70.64,46.27,29.87,5,5.0,1,40.54,7.55,-7.31,42.52,0
SYN0424,8,55.47,22.36,53.67,3,5.0,0,33.15,14.52,-13.95,29.25,1
SYN0425,5,44.04,45.96,53.38,4,5.0,0,41.96,11.31,-6.52,35.8,1
SYN0426,2,48.95,58.44,49.84,3,6.0,0,52.84,3.96,-4.27,51.81,0
SYN0427,8,78.55,62.84,43.84,7,8.0,0,56.6,9.02,-10.83,59.2,0
SYN0428,5,86.21,52.83,70.51,8,9.0,0,67.67,11.14,-7.68,72.48,0
SYN0429,6,54.99,37.69,23.59,4,0.0,2,41.54,16.45,34.69,50.25,0
SYN0430,4,74.13,63.39,70.47,4,7.0,0,64.56,4.43,-0.71,62.66,0
SYN0431,5,61.51,23.43,48.38,5,6.0,0,39.04,11.11,-12.88,41.55,0
SYN0432,5,83.77,46.01,56.29,9,5.0,0,48.49,5.63,-1.46,46.37,0
SYN0433,3,58.94,59.71,22.14,5,6.0,0,38.35,15.76,-20.23,36.29,1
SYN0434,5,40.71,37.32,20.44,3,0.0,1,35.96,12.15,23.71,41.62,0
SYN0435,7,70.11,65.23,67.52,7,5.0,0,61.13,7.48,9.52,56.93,0
SYN0436,2,66.61,64.99,57.35,7,0.0,0,51.0,14.71,11.28,42.87,0
SYN0437,2,75.95,51.76,56.95,3,5.0,0,51.1,5.07,-1.25,48.49,0
SYN0438,7,55.29,48.51,21.66,4,6.0,1,35.89,11.02,-13.48,36.53,1
SYN0439,5,40.98,73.03,46.81,4,6.0,1,50.58,16.99,-14.7,43.12,0
SYN0440,8,59.41,54.17,65.92,5,7.0,0,57.59,5.92,-13.22,55.62,0
SYN0441,6,60.83,42.4,30.09,5,0.0,0,45.9,14.55,14.35,53.63,0
SYN0442,6,68.7,59.63,53.63,8,9.0,0,52.74,6.02,-36.0,49.63,0
SYN0443,8,70.39,60.06,57.08,8,6.0,0,51.62,9.9,-6.67,46.06,0
SYN0444,6,84.38,59.61,60.73,8,7.0,0,66.65,9.17,3.61,71.83,0
SYN0445,4,63.93,38.59,26.36,5,6.0,0,39.58,11.22,-5.75,45.26,0
SYN0446,5,64.38,61.12,31.36,7,5.0,1,39.4,15.53,-10.05,33.92,1
SYN0447,3,75.31,65.71,57.8,7,8.0,0,55.75,9.09,-26.36,50.95,0
SYN0448,4,59.09,41.69,45.22,4,5.0,0,41.59,3.01,-6.94,40.09,0
SYN0449,6,86.2,72.06,55.69,5,9.0,0,63.97,6.68,-24.51,64.05,0
SYN0450,3,60.47,54.79,49.41,8,6.0,0,58.49,9.29,9.79,63.59,0
